No.;Kode;Nama Bahan Makanan;Komposisi Zat Gizi Makanan per 100 gram BDD (Bagian yang Dapat Dimakan) - Sumber: TKPI 2019;;;;;;;;;;;;;;;;;;;;;;Mentah /;Kelompok;Sumber
;Baru;⇲;Air;Energi;Protein;Lemak;Karbohidrat;Serat;Abu;Kalsium;Fosfor;Besi;Natrium;Kalium;Tembaga;Seng;Retinol;β-karoten;Karoten;Thiamin;Riboflavin;Niasin;Vitamin C;BDD;Olahan;Makanan;TKPI 2019
;⇲;;⇲;⇲;⇲;⇲;⇲;⇲;⇲;(Ca)  ⇲;(P)  ⇲;(Fe)  ⇲;(Na)  ⇲;(Ka)  ⇲;(Cu)  ⇲;(Zn)  ⇲;(vit. A)  ⇲;⇲;total  ⇲;(vit. B1)  ⇲;(vit. B2)  ⇲;⇲;⇲;⇲;⇲;⇲;⇲
;;;(g);(Kal);(g);(g);(g);(g);(g);(mg);(mg);(mg);(mg);(mg);(mg);(mg);(mcg);(mcg);(mcg);(mg);(mg);(mg);(mg);(%);;;
928;ER070;Nanas, segar;88,9;40;0,6;0,3;9,9;0,6;0,3;22;14;0,9;18;111;0,03;0,1;-;17;90;0,02;0,04;0,2;22;53;Tunggal;Buah;KZGPI-1990
929;AP001;Nasi;56,7;180;3;0,3;39,8;0,2;0,2;25;27;0,4;1;38;0,1;0,6;-;-;-;0,05;0,1;2,6;-;100;Olahan;Serealia;KZGPI-1990
930;AP005;Nasi beras merah;64;149;2,8;0,4;32,5;0,3;0,3;6;63;0,8;5;91,4;0,2;0,9;-;-;-;0,06;-;1,6;-;100;Olahan;Serealia;KZGPI-1990
931;AP093;Nopia spesial;11,5;387;5,3;7,6;74,3;0,3;1,3;903;133;4,2;-;-;-;-;-;-;512;0,17;-;-;-;100;Olahan;Serealia;KZGPI-1990
932;CP052;Oncom ampas kacang hijau;13,4;376;14,9;6;65,7;12,3;1,7;199;110;10,9;-;-;-;-;-;-;-;0,03;-;-;-;100;Olahan;Kacang;KZGPI-1990
933;CP053;Oncom kacang hijau + singkong;16,5;351;11;5,3;65,9;9;1,3;164;113;7,8;-;-;-;-;-;-;-;0,01;-;-;-;100;Olahan;Kacang;KZGPI-1990
934;CP054;Oncom kacang tanah pepes;65;132;12,7;3,8;13,7;3,1;4,8;133;355;34,4;-;-;-;-;-;-;10;0,08;0,2;0,7;-;100;Olahan;Kacang;KZGPI-1990
935;BP052;Ongol-ongol sagu;75,3;111;0,3;2,7;21,2;0,3;0,5;79;15;1,7;-;-;-;-;-;-;-;0,06;-;-;-;100;Olahan;Umbi;KZGPI-1990
936;GP078;Pempek belida;61,4;156;4,2;1,4;31,6;0,2;1,4;100;55;3,3;-;-;-;-;-;-;-;0,03;-;-;-;-;Olahan;Ikan dsb;KZGPI-1990
937;GP080;Pempek kelesan;53;211;12,3;6,1;26,6;0,4;2;840;176;1,8;-;-;-;-;14;-;888;0,25;-;-;-;-;Olahan;Ikan dsb;KZGPI-1990
938;GP083;Pempek tenggiri;56,3;173;7,2;1,2;33,4;0,2;1,9;164;80;3,1;-;-;-;-;-;-;-;0,02;-;-;-;-;Olahan;Ikan dsb;KZGPI-1990
939;GP084;Pencok lele, masakan;47,5;372;7,8;36,3;3,5;-;4,9;289;295;5,3;-;-;-;-;64;-;12.070;0,12;-;-;-;-;Olahan;Ikan dsb;KZGPI-1990
940;CP019;Pepes oncom ampas tahu;80,9;76;5,2;1,8;10,6;2,2;1,5;215;66;12,5;-;-;-;-;-;-;268;0,11;-;-;-;100;Olahan;Kacang;KZGPI-1990
941;NP007;Petis udang kering;8,3;345;23,8;1,4;59,3;-;7,1;221;397;3,8;11.998;462,8;0,75;1,9;-;-;232;1,02;0,4;2,2;-;100;Olahan;Bumbu;KZGPI-1990
942;ER079;Pisang hijau, segar;68,9;117;2;0,3;28,9;0,4;1,1;-;37;0,9;31;529,4;0,28;0,6;-;48;-;0,13;0,06;-;13;72;Tunggal;Buah;KZGPI-1990
943;ER083;Pisang kidang, segar;75,4;96;1;0,2;22,5;0,6;0,9;87;173;0,6;6;418,8;0,22;0,5;-;38;58;0,04;0,1;0,9;2;70;Tunggal;Buah;KZGPI-1990
944;ER088;Pisang raja sereh, segar;69,3;108;1,3;0,3;28,2;0,7;1;16;38;0,1;31;522,6;0,27;0,6;-;48;480;0,02;0,08;1,1;2;86;Tunggal;Buah;KZGPI-1990
945;ER090;Pisang rotan, segar;76,1;98;1,3;1,2;20,5;1;0,9;17;51;1,1;24;406,9;0,21;0,5;-;37;697;0,01;0,1;0,9;2;56;Tunggal;Buah;KZGPI-1990
946;ER094;Pisang uli, segar;61,8;134;1,1;0,5;35,5;1,4;1,1;31;53;0,9;39;650,3;0,34;0,7;-;59;113;0,11;0,16;1,4;3;77;Tunggal;Buah;KZGPI-1990
947;ER095;Purut, segar;81,1;76;4,1;1,1;15,2;1,7;1,4;30;76;0,6;10;285,2;-;-;-;27;93;0,01;0,11;-;-;34;Tunggal;Buah;KZGPI-1990
948;CP055;Rempeyek kacang tanah;3,9;513;17,5;32,5;44,3;1,7;1,8;65;202;2,6;-;-;-;-;-;-;-;0,1;-;-;-;100;Olahan;Kacang;KZGPI-1990
949;CP056;Rempeyek kacang tolo;6,1;451;11,2;20,2;59,7;1,8;2,8;156;221;4,6;-;-;-;-;-;-;-;0,02;-;-;-;100;Olahan;Kacang;KZGPI-1990
950;CP057;Rempeyek kacang uci;4;497;17;27,6;50,8;2,4;3,4;166;89;6,7;-;-;-;-;-;-;-;0,05;-;-;-;100;Olahan;Kacang;KZGPI-1990
951;GP048;Rusip;58,5;110;11,5;2;11,7;-;16,3;479;348;7,1;-;-;-;-;-;-;-;0,04;-;-;-;100;Olahan;Ikan dsb;KZGPI-1990
952;CR051;Saga merah terkupas, mentah;8,1;449;30,6;25,5;31,9;3,5;3,9;1.062;161;14,2;66;1.496,50;0,07;5,7;-;9;107;0,09;1,5;10,9;7;100;Tunggal;Kacang;KZGPI-1990
953;BR018;Sagu aren, kering;11,9;355;0,6;1,1;85,6;0,3;0,8;91;167;2,2;2;200;-;0,3;-;-;-;0,04;0,1;0,5;-;100;Tunggal;Umbi;KZGPI-1990
954;ER098;Salak bali, segar;85,1;57;0,5;0,1;13,6;1,3;0,7;94;25;2,1;-;-;0,08;0,2;-;48;37;-;-;-;0,4;93;Tunggal;Buah;KZGPI-1990
955;ER100;Salak pondoh, segar;77,9;87;0,8;0,4;20,1;-;0,8;38;31;3,9;-;-;0,08;0,2;-;-;40;-;0,12;0,1;8;59;Tunggal;Buah;KZGPI-1990
956;EP011;Sale pisang siam;28,9;281;2,4;0,7;66,1;1;2;41;64;1,2;-;-;-;-;-;-;-;-;-;-;-;100;Olahan;Buah;KZGPI-1990
957;EP012;Sale pisang, cilacap;27,1;295;2,3;2,1;66,9;1,3;1,7;47;97;2,8;-;-;-;-;-;10;-;0,22;0,03;-;42;100;Olahan;Buah;KZGPI-1990
958;ER102;Sawo duren, segar;87,3;64;1;3,1;8;0,8;0,6;18;45;0,8;13;111,4;0,02;0,1;-;-;-;0,01;0,02;0,1;1;64;Tunggal;Buah;KZGPI-1990
959;ER103;Sawo kecik, segar;73,8;111;0,9;2,3;21,6;1;1,4;20;185;0,7;28;117,8;0,04;0,1;-;119;12;-;0,04;1,5;19;83;Tunggal;Buah;KZGPI-1990
960;BP062;Serimping talas kebumen;4,8;478;2,5;21,2;69,2;1,7;2,3;112;118;2,3;-;-;-;-;-;-;-;0,25;-;-;-;100;Olahan;Umbi;KZGPI-1990
961;ER108;Srikaya, segar;83,4;63;1,1;0,5;13,9;2,1;1,1;127;30;2,7;-;-;-;-;-;-;31;0,08;-;-;28;48;Tunggal;Buah;KZGPI-1990
962;ER109;Sukun muda, segar;69,4;119;1,4;0,2;28,1;1,4;1;24;44;1,4;24;414,4;0,09;0,1;-;28;4.896;0,17;0,17;3,7;52;84;Tunggal;Buah;KZGPI-1990
963;ER110;Sukun tua, segar;67,8;126;1,6;0,2;24,5;1,5;1;37;47;1,6;25;436;0,09;0,1;-;30;2.000;0,18;0,17;3,9;58;88;Tunggal;Buah;KZGPI-1990
964;BP009;Suweg, talas, kukus;75,5;93;1,5;0,1;21,9;0,9;1;50;58;0,8;6;350,3;0,1;0,1;-;-;283;0,09;-;0,3;-;100;Olahan;Umbi;KZGPI-1990
965;BR024;Suweg, talas, segar;80,1;74;1,4;0,1;17,2;1,4;1,2;42;46;1,3;7;400;0,1;0,1;-;24;254;0,04;-;0,4;2;86;Tunggal;Umbi;KZGPI-1990
966;AP109;Suwir-suwir;13,4;347;0,5;0,9;84,2;0,8;1;42;40;4,3;-;-;-;-;1;-;240;0,13;-;0,9;-;100;Olahan;Serealia;KZGPI-1990
967;CP062;Tahu goreng;77,3;115;9,7;8,5;2,5;0,1;2;229;200;4,1;7;68,2;0,09;1,3;-;-;-;0,01;0,24;-;-;100;Olahan;Kacang;KZGPI-1990
968;CP061;Tahu, mentah;82,2;80;10,9;4,7;0,8;0,1;1,4;223;183;3,4;2;50,6;0,19;0,8;-;118;-;0,01;0,08;0,1;-;100;Olahan;Kacang;KZGPI-1990
969;CP064;Takwa;72,2;148;13,8;8,5;4;-;1,6;140;214;8,5;3;79;0,3;1,3;-;-;920;0,2;0,1;0,8;-;100;Olahan;Kacang;KZGPI-1990
970;BP010;Talas bogor, kukus;69,2;120;1,5;0,3;28,2;0,7;0,8;31;63;0,7;11;498;0,2;0,6;-;-;-;0,05;0,6;0,8;2;100;Olahan;Umbi;KZGPI-1990
971;BR025;Talas bogor, segar;72,4;108;1,4;0,4;25;0,9;0,8;47;67;0,7;10;448;0,2;0,7;-;-;-;0,06;0,07;1;4;85;Tunggal;Umbi;KZGPI-1990
972;BR026;Talas pontianak, segar;60;163;2,3;0,5;36,4;0,7;0,9;45;80;1,7;14;323,1;0,3;1;-;-;-;0,02;0,1;1,3;-;83;Tunggal;Umbi;KZGPI-1990
973;AP016;Tapai ketan hitam;50,2;166;3,8;1;34,4;0,3;0,6;8;106;1,6;5;12;-;-;-;-;-;0,02;-;-;-;100;Olahan;Serealia;KZGPI-1990
974;AP018;Tapai ketan putih;58,9;172;3;0,5;37,5;0,6;0,1;6;35;0,5;1;-;-;-;-;-;-;0,04;-;0,2;-;100;Olahan;Serealia;KZGPI-1990
975;BP063;Tapai singkong;57,4;169;1,4;0,3;40,2;2;0,7;21;34;0,8;-;-;-;-;-;-;-;-;-;-;9;100;Olahan;Umbi;KZGPI-1990
976;CP065;Tauco;54;184;11,4;5,5;22,2;1,9;6,9;72;463;6;1.766;233;0,39;1;-;-;664;0,32;0,2;0,8;-;100;Olahan;Kacang;KZGPI-1990
977;CP066;Tauco cap beruang, cake;11,4;347;7,4;5,2;67,6;3,2;8,4;63;106;6,2;-;-;-;-;-;-;936;0,35;-;-;-;100;Olahan;Kacang;KZGPI-1990
978;CP067;Tauco cap DAS, cake;10,2;358;7,5;4,3;70,4;3,1;7,6;94;94;4,5;-;-;-;-;-;-;504;0,29;-;-;-;100;Olahan;Kacang;KZGPI-1990
979;CP068;Tauco cap meong;59,7;159;7,4;4,9;21,3;1,6;6,7;183;84;10,1;1.547;204,1;0,34;0,9;-;-;472;0,46;0,18;0,7;-;100;Olahan;Kacang;KZGPI-1990
980;CP069;Tauji cap singa;30,4;277;9,1;4,7;49,6;1,2;6,2;68;106;3;-;-;-;-;-;-;936;0,15;-;-;-;100;Olahan;Kacang;KZGPI-1990
981;CP071;Tempe gembus P3G;81,9;73;5,7;1,3;10,3;4,2;0,8;204;80;1,5;-;-;-;-;-;-;22;0,09;0,1;0,9;-;100;Olahan;Kacang;KZGPI-1990
982;CP072;Tempe gembus yogya;80,7;76;6,8;0,7;10,6;5,3;1,1;76;142;16,5;-;-;-;-;-;-;-;0,79;0,01;0,1;-;100;Olahan;Kacang;KZGPI-1990
983;CP073;Tempe kacang babi;64;139;12,5;0,8;21,9;1,8;1,2;68;182;2,6;-;-;-;-;-;-;20;0,1;-;-;-;100;Olahan;Kacang;KZGPI-1990
984;CP074;Tempe kecipir (kacang belimbing);58,2;212;17,5;10;12,9;2,9;1,4;186;160;2,2;-;-;-;-;-;-;-;0,2;-;-;-;100;Olahan;Kacang;KZGPI-1990
985;CP075;Tempe kedelai + jagung;70,6;143;12;5,5;11,4;1,9;0,6;155;156;6,8;-;-;-;-;-;-;1.320;0,33;0,15;1,2;-;100;Olahan;Kacang;KZGPI-1990
986;CP076;Tempe kedelai murni, goreng;36,8;350;24,5;26,6;10,4;4,2;1,8;202;296;4,9;22;626,7;0,8;2,5;-;-;78;0,24;0,6;3,3;-;100;Olahan;Kacang;KZGPI-1990
987;CP077;Tempe kedelai murni, mentah;55,3;201;20,8;8,8;13,5;1,4;1,6;155;326;4;9;234;0,57;1,7;-;-;-;0,19;0,59;4,9;-;100;Olahan;Kacang;KZGPI-1990
988;CP079;Tempe lamtoro;66,8;128;10,7;0,5;21,3;7,1;0,7;203;108;0,6;-;-;-;-;-;-;121;0,17;-;-;2;100;Olahan;Kacang;KZGPI-1990
989;CP080;Tempe lamtoro var. gung dengan kulit;65,1;146;11,7;2,3;19,6;7,6;1,3;128;41;6,8;-;-;-;-;-;-;1.370;0,19;-;1,4;-;100;Olahan;Kacang;KZGPI-1990
990;CP081;Tempe lamtoro var. gung tanpa kulit;67,1;131;18;0,8;13;1,3;1,1;95;154;12,4;-;-;-;-;-;-;5.900;0,2;0,02;2,6;-;100;Olahan;Kacang;KZGPI-1990
991;CP082;Tempe pasar;68,3;150;14;7,7;9,1;1,4;0,9;517;202;1,5;7;165,9;0,4;1,2;-;-;-;0,17;0,44;3,6;-;100;Olahan;Kacang;KZGPI-1990
992;CP083;Tempe pasar goreng;42,9;336;20;28;7,8;3,4;1,3;156;350;3;20;566,2;0,8;2,2;-;-;10;0,1;0,5;3;-;100;Olahan;Kacang;KZGPI-1990
993;AP025;Tepung terigu;11,8;333;9;1;77,2;0,3;1;22;150;6,3;2;-;0,02;2,8;-;-;-;0,35;0,47;1;-;100;Olahan;Serealia;KZGPI-1990
994;NP011;Terasi;33,8;155;22,3;2,9;9,9;2,7;31,1;3.812;726;78,5;1.664;821,4;0,99;2,4;-;-;-;0,24;-;3,3;-;100;Olahan;Bumbu;KZGPI-1990
995;GP093;Teri balado, masakan;25,8;365;23,7;22,3;17,5;-;10,9;869;348;4;-;-;-;-;27;-;1.567;0,13;-;-;-;-;Olahan;Ikan dsb;KZGPI-1990
996;GP050;Teripang, dendeng, mentah;12,5;462;39,1;32,4;3,5;-;12,5;499;616;96,4;315;402,5;-;-;2;-;144;1,37;-;5,3;-;100;Olahan;Ikan dsb;KZGPI-1990
997;AP110;Tipa-tipa;11,3;355;6,2;1,2;79,8;1,3;1,5;17;328;1,6;-;-;-;-;-;-;-;0,26;0,04;1,5;-;100;Olahan;Serealia;KZGPI-1990
998;BR029;Ubi jalar manis, segar;78,4;83;1,5;0,2;18,8;0,6;1,1;27;162;2,1;52;320,7;0,1;0,3;-;-;-;0,02;-;0,4;-;85;Tunggal;Umbi;KZGPI-1990
999;BR030;Ubi jalar merah, segar;61,9;151;1,6;0,3;35,4;0,7;0,6;29;74;0,7;92;565,6;0,3;0,5;-;-;1.208;0,13;0,08;0,7;11;86;Tunggal;Umbi;KZGPI-1990
1000;BP012;Ubi jalar tinta/ kemayung kukus;58,5;165;0,9;0,2;39,8;1,1;0,6;20;23;0,8;1;0,9;0,1;0,2;-;-;-;0,02;0,1;0,5;-;100;Olahan;Umbi;KZGPI-1990
1001;BP011;Ubi jalar, kuning, kukus;74,2;100;0,7;0,3;23,8;1;1;44;46;0,4;3;0,8;0,1;0,2;-;819;4.427;-;0,1;0,6;16;100;Olahan;Umbi;KZGPI-1990
1002;AP111;Wajit camilan;27,1;303;6,3;2,7;63,3;6,9;0,6;61;302;5,5;-;-;-;-;-;-;-;0,03;-;-;-;100;Olahan;Serealia;KZGPI-1990
1003;ER112;Wani, segar;81,2;74;0,8;0,3;17,1;3,1;0,6;66;29;1,2;-;-;-;-;-;-;32;0,08;-;-;80;77;Tunggal;Buah;KZGPI-1990
1004;AP112;Widaran;7;424;1,3;10,7;80,7;0,2;0,3;49;88;2,5;-;-;-;-;21;-;440;0,13;0,2;2,2;-;100;Olahan;Serealia;KZGPI-1990
1005;AP113;Wingko babat;29,7;355;3,2;15,1;51,4;2,4;0,7;47;63;1,1;-;-;-;-;-;-;-;0,08;0,08;-;-;100;Olahan;Serealia;KZGPI-1990
1006;AP114;Yangko;37,4;254;3;1,1;58,1;0,8;0,4;184;24;2,6;-;-;-;-;-;-;96;0,15;-;-;-;100;Olahan;Serealia;KZGPI-1990
1007;CP008;Kacang merah kering, rebus;59,6;158;10,3;0,9;28,2;2,6;1;160;149;3,7;6;311;0,27;1,5;-;-;-;0,2;0,09;0,8;-;100;Olahan;Kacang;KZGPI-l990
1008;CP009;Kacang merah segar, rebus;63,1;144;10;1;24,7;3,5;1,2;144;150;2,8;6;311;0,27;1,5;-;-;-;0,1;0,08;0,7;-;100;Olahan;Kacang;KZGPI-l990
1009;CR025;Kacang merah tua, kering;12,3;280;16,7;1,6;63,2;4,6;6,2;209;335;6,4;-;1.348,50;0,69;2,8;-;-;-;0,1;0,08;2;6;100;Tunggal;Kacang;KZGPI-l990
1010;CR026;Kacang merah, kering;17,7;314;22,1;1,1;56,2;4;2,9;502;429;10,3;11;1.265,50;0,65;2,6;-;-;-;0,4;0,72;2,2;-;100;Tunggal;Kacang;KZGPI-l990
1011;CR027;Kacang merah, segar;57,2;171;11;2,2;28;2,1;1,7;293;134;3,7;7;360,7;0,34;1,4;-;-;10;0,15;0,15;1,1;-;100;Tunggal;Kacang;KZGPI-l990
1012;CR030;Kacang tanah sangan;1,2;560;29,5;43;24,1;2,9;2,2;107;366;4,1;34;509,8;1,69;2,1;-;-;-;0,31;0,3;15,5;-;100;Tunggal;Kacang;KZGPI-l990
1013;CP012;Kacang tanah, goreng;2,5;564;25,5;44,4;25,5;2,8;2,8;106;390;4,1;-;-;-;-;-;-;-;0,4;-;-;-;100;Olahan;Kacang;KZGPI-l990
1014;CR032;Kacang tanah, kering;9,6;525;27,9;42,7;17,4;2,4;2,4;316;456;5,7;31;466,5;1,55;1,9;-;-;30;0,44;0,27;1,4;-;100;Tunggal;Kacang;KZGPI-l990
1015;CP013;Kacang tanah, rebus;62,1;220;10,6;18;8;1;1,3;89;273;1,9;36;536,2;1,78;2,2;-;-;-;0,1;-;-;-;100;Olahan;Kacang;KZGPI-l990
1016;CR033;Kacang tolo / tunggak, kering;13,5;331;24,4;1,9;56,6;1,6;3,6;481;399;13,9;15;7,8;1,03;5,9;-;65;-;0,06;0,2;4,3;-;100;Tunggal;Kacang;KZGPI-l990
1017;CP014;Kacang tolo / tunggak, rebus;64,4;138;10,7;1,1;22,6;0,9;1,2;165;172;4;13;6,7;0,8;6,1;-;-;-;0,01;0,17;3,2;-;100;Olahan;Kacang;KZGPI-l990
1018;CR035;Kacang uci, kering;9,9;358;23,4;2,4;60,6;7,4;3,7;269;264;0,5;13;1.457,70;0,35;-;-;20;-;0,1;0,2;2,5;2;100;Tunggal;Kacang;KZGPI-l990
1019;DR001;Akar tonjong, segar;86,7;45;1,1;0,4;10,8;1,2;1;72;125;1,3;96;1.147,10;0,02;0,2;-;83;90;0,02;0,03;1,9;2;100;Tunggal;Sayur;KZGPI-1990
1020;DR002;Ale,toge, segar;90,6;37;4,4;0,5;3,8;1,7;0,7;50;248;2;2;105;0,16;0,4;-;-;35;0,02;0,09;0,6;46;90;Tunggal;Sayur;KZGPI-1990
1021;DR003;Andaliman, segar;74,2;99;4,6;1;18;8,5;2,2;383;107;2,9;-;-;-;-;-;-;6.300;3;-;-;15;100;Tunggal;Sayur;KZGPI-1990
1022;FP029;Ayam goreng pasundan, dada;50,1;246;37,9;9;0,7;-;2,3;90;260;7,5;-;-;-;-;6;-;70;0,16;-;-;-;100;Olahan;Daging;KZGPI-1990
1023;FP030;Ayam goreng pasundan, paha;52,8;245;33,1;11,4;0,3;-;2,5;90;283;7,3;-;-;-;-;8;-;40;0,37;-;-;-;100;Olahan;Daging;KZGPI-1990
1024;FP031;Ayam goreng pioneer, dada;44,5;295;37,4;14,7;0,6;-;2,7;108;236;6,8;-;-;-;-;16;-;80;0,1;-;-;-;100;Olahan;Daging;KZGPI-1990
1025;FP032;Ayam goreng sukabumi, dada;49,8;244;36,7;9,2;1;-;3,4;81;154;6,1;-;-;-;-;20;-;80;0,66;-;-;-;100;Olahan;Daging;KZGPI-1990
1026;FP033;Ayam goreng sukabumi, paha;46;283;35,7;14,3;0,5;-;3,6;68;106;5,4;-;-;-;-;11;-;60;0,36;-;-;-;100;Olahan;Daging;KZGPI-1990
1027;FP002;Ayam, usus, goreng;4,6;473;45,2;26,3;13,9;-;10,1;1.407;458;8,4;-;-;-;-;6;-;224;0,57;-;-;-;100;Olahan;Daging;KZGPI-1990
1028;DP001;Bayam, kukus;90,7;30;1,3;0,7;5,8;1,2;1,6;239;35;5,7;15;431;0,1;0,3;-;2.699;3.750;0,02;0,1;0,9;32;100;Olahan;Sayur;KZGPI-1990
1029;DP002;Bayam, rebus;93,5;23;1,2;0,6;3,7;1,1;1;150;35;0,5;16;308,4;0,2;0,3;-;3.282;2.864;0,02;0,1;0,9;19;100;Olahan;Sayur;KZGPI-1990
1030;DR008;Bayam, segar;94,5;16;0,9;0,4;2,9;0,7;1,3;166;76;3,5;16;456,4;0,13;0,4;-;2.699;2.293;0,04;0,1;1;41;71;Tunggal;Sayur;KZGPI-1990
1031;DP027;Botok lamtoro;63,9;186;11,7;9,7;13;2,1;2,2;771;322;26;-;-;-;-;18;-;179;0,27;-;-;2;100;Olahan;Sayur;KZGPI-1990
1032;AP039;Brem;37,4;249;3,4;0,4;58;-;0,9;198;86;2;-;-;-;-;-;-;240;0,34;-;-;-;100;Olahan;Serealia;KZGPI-1990
1033;FP039;Brongkos;76,4;141;15,3;3,3;12,6;1;2,4;87;97;5,1;-;-;-;-;4;-;356;0,4;-;-;-;100;Olahan;Daging;KZGPI-1990
1034;DP003;Buncis, rebus;90,6;30;2,2;0,2;6,4;1,5;0,6;107;47;0,5;7;138,9;0,1;0,3;-;1;402;0,01;0,29;2;8;100;Olahan;Sayur;KZGPI-1990
1035;DR013;Buncis, segar;89,6;34;2,4;0,3;7,2;1,9;0,5;101;42;0,7;8;250;0,07;0,3;-;772;550;0,05;0,4;2,8;11;90;Tunggal;Sayur;KZGPI-1990
1036;DR014;Bunga pepaya, segar;87,3;45;2,6;0,3;8,1;1,6;1,7;290;113;4,2;2;478,3;0,08;0,8;-;2.792;5;0,01;0,28;1;23;100;Tunggal;Sayur;KZGPI-1990
1037;DP028;Buntil daun talas;74,5;141;4,4;10,2;8;1,8;3;149;121;14,5;-;-;-;-;13;-;8.610;0,25;-;-;1;100;Olahan;Sayur;KZGPI-1990
1038;DR016;Caisin, segar;93,6;20;1,7;0,4;3,4;1,2;0,9;123;40;1,9;18;358,2;0,05;1,4;-;1.675;4.188;0,04;0,19;0,6;3;100;Tunggal;Sayur;KZGPI-1990
1039;DR017;Daun bangun-bangun, segar;92,5;27;1,3;0,6;4;1;1,6;279;40;13,6;4;144;-;-;-;1.489;13.288;0,16;0,1;-;5;66;Tunggal;Sayur;KZGPI-1990
1040;DR019;Daun bebuas, segar;87,9;41;2,7;1;7,3;2,1;1,1;29;245;1,5;-;-;-;-;-;-;3.099;0,01;-;-;3;49;Tunggal;Sayur;KZGPI-1990
1041;DR020;Daun belem, segar;84,6;50;4,4;1,4;7,8;1,9;1,8;698;151;7,5;-;-;-;-;-;-;13.072;0,05;-;-;21;81;Tunggal;Sayur;KZGPI-1990
1042;DR025;Daun gelang, segar;90,3;30;1,3;0,7;5,8;1,3;1,9;350;210;11,9;5;333,3;0,31;1,2;-;4.701;1.954;0,01;0,14;0,7;1;52;Tunggal;Sayur;KZGPI-1990
1043;DR026;Daun gunda bali, segar;86,4;50;4,6;0,9;7;1,4;1,1;167;62;0,5;-;-;-;-;-;-;6.571;0,05;-;-;20;49;Tunggal;Sayur;KZGPI-1990
1044;DR027;Daun gunda serang, segar;84,6;62;4,2;0,9;9,2;1,3;1,1;171;64;0,6;-;-;-;-;-;-;7.347;0,02;-;-;20;47;Tunggal;Sayur;KZGPI-1990
1045;DR029;Daun jampang, segar;88,9;34;3,8;0,5;5,3;1,4;1,5;21;245;1;-;-;-;-;-;-;4.357;0,03;-;-;3;47;Tunggal;Sayur;KZGPI-1990
1046;DR031;Daun jonghe, segar;91,4;27;2,1;0,7;4,4;2;1,4;253;192;9,5;-;-;-;-;-;-;5.057;0,01;-;-;1;45;Tunggal;Sayur;KZGPI-1990
1047;DR032;Daun kacang ma, segar;89,1;36;2,9;0,6;6,8;1,8;0,6;64;220;2,2;7;485,3;0,2;0,3;-;2.893;4.377;0,04;0,18;1,2;4;33;Tunggal;Sayur;KZGPI-1990
1048;DP004;Daun kacang panjang, kukus;87,2;40;3,7;0,3;8;1,8;0,8;111;66;3,7;6;419,5;0,2;0,3;-;2.645;5.781;0,15;0,2;0,9;11;100;Olahan;Sayur;KZGPI-1990
1049;DR033;Daun kacang panjang, segar;89,7;30;3,1;0,3;5,8;1,7;1,1;200;66;4,5;7;458,6;0,2;0,3;-;2.734;4.592;0,33;0,2;1,1;30;65;Tunggal;Sayur;KZGPI-1990
1050;DP005;Daun katuk, rebus;83,3;53;5,3;0,9;9,1;1,2;1,4;185;102;3,1;16;291,3;0,3;1,3;-;11.131;9.000;-;0,3;2,2;66;100;Olahan;Sayur;KZGPI-1990
1051;DR035;Daun katuk, segar;81;59;6,4;1;9,9;1,5;1,7;233;98;3,5;21;478,8;0,3;1,3;-;9.152;10.020;-;0,31;2,3;164;40;Tunggal;Sayur;KZGPI-1990
1052;DP006;Daun kelor, rebus;80,3;61;6,1;0,9;10;0,9;2,6;255;36;2,1;45;181,2;0,1;0,6;-;3.972;6.071;0,1;0,1;4;13;100;Olahan;Sayur;KZGPI-1990
1053;DR041;Daun kesum, segar;84,8;48;4,5;0,8;9,1;1,6;0,8;125;142;2,6;11;174,7;0,4;1,2;-;4.216;8.715;0,01;0,1;1,6;4;53;Tunggal;Sayur;KZGPI-1990
1054;DR042;Daun kol sawi, segar;93,1;22;2,1;0,5;3,6;0,9;0,7;200;92;3,2;19;386,2;0,1;0,2;-;1.806;2.177;0,03;0,2;0,6;3;87;Tunggal;Sayur;KZGPI-1990
1055;DR045;Daun kumak, segar;95,2;14;1,3;0,3;2,3;0,9;0,9;90;59;2,7;2;36,5;0,1;0,3;-;1.274;2.961;0,01;-;0,5;3;78;Tunggal;Sayur;KZGPI-1990
1056;DR048;Daun lamtoro, segar;74;87;8,3;1,8;14,4;3,3;1,5;725;174;3,9;10;197,7;0,5;1,4;-;6.900;13.040;-;0,1;2,3;32;40;Tunggal;Sayur;KZGPI-1990
1057;DR054;Daun matel ambon, segar;77,1;71;6,8;1,6;11,5;4,6;3;93;95;10,2;-;-;-;-;-;-;49;0,08;-;-;26;100;Tunggal;Sayur;KZGPI-1990
1058;DP007;Daun mengkudu, kukus;81,6;63;3,8;1,5;11,5;2,4;1,6;300;43;6;-;-;-;-;-;2;4.900;0,08;0,1;5,2;11;100;Olahan;Sayur;KZGPI-1990
1059;DR056;Daun mengkudu, segar;80,9;65;4;1,7;11,4;3,9;2;296;40;6,9;-;-;-;-;-;2;4.958;0,01;0,1;5,7;35;90;Tunggal;Sayur;KZGPI-1990
1060;DR059;Daun pakis, segar;86,8;39;4,5;0,4;6,9;2;1,4;136;159;2,3;20;201,9;0,2;0,3;-;1.625;3.292;0,02;0,1;0,5;3;70;Tunggal;Sayur;KZGPI-1990
